MAL_ID,Name,Anime-1,Anime-2,Anime-3,Anime-4,Anime-5
1431,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,,,,,
1432,Lupin III: Fuuma Ichizoku no Inbou,,,,,
1433,Lupin III: Babylon no Ougon Densetsu,,,,,
1434,Lupin III: Harimao no Zaihou wo Oe!!,,,,,
1435,Lupin III: Lupin vs. Fukusei-ningen,5133,,,,
1436,Lupin III: Twilight Gemini no Himitsu,,,,,
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,,,,,
1438,Lupin III: Lupin Ansatsu Shirei,,,,,
1439,Lupin III: Walther P38,,,,,
1440,Ninja Mono,,,,,
1441,Ginga Tetsudou no Yoru,10721,,,,
1442,Alexander Senki,,,,,
1443,Sol Bianca,,,,,
1444,Sol Bianca: Taiyou no Fune,,,,,
1445,Mach GoGoGo,,,,,
1448,Hyakujuu-Ou GoLion,,,,,
1450,Brigadoon: Marin to Melan,5420,32979,,,
1451,Shuranosuke Zanmaken: Shikamamon no Otoko,,,,,
1452,The Samurai,,,,,
1453,Maison Ikkoku,1087,189,2221,,
1454,Kemonozume,35120,22135,150,4581,
1455,Makai Tenshou,,,,,
1456,L/R: Licensed by Royal,,,,,
1457,Key the Metal Idol,46095,,,,
1458,Uchuu no Kishi Tekkaman,,,,,
1459,Uchuu no Kishi Tekkaman Blade,4981,,,,
1460,Uchuu no Kishi Tekkaman Blade II,,,,,
1462,Memories,1,2000,,,
1465,Hakaima Sadamitsu,,,,,
1466,Hakugei Densetsu,,,,,
1468,Baoh Raihousha,665,967,,,
1469,Monster Farm: Enbanseki no Himitsu,8410,15489,1668,,
1470,City Hunter,1,1347,1293,,
1471,City Hunter 2,,,,,
1472,City Hunter 3,,,,,
1473,City Hunter '91,,,,,
1474,City Hunter: Ai to Shukumei no Magnum,,,,,
1475,City Hunter: Bay City Wars,,,,,
1476,City Hunter: Hyakuman Dollar no Inbou,,,,,
1477,City Hunter: The Secret Service,,,,,
1478,City Hunter: Goodbye My Sweetheart,,,,,
1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,,,,,
1480,Sky Girls OVA,,,,,
1481,"Urusei Yatsura: Haru da, Tobidase!",,,,,
1482,D.Gray-man,269,5530,249,1557,6547
1483,Master Keaton,,,,,
1484,Youma,,,,,
1485,Akachan to Boku,2037,,,,
1486,Kodomo no Omocha (TV),74,1698,,,
1487,.hack//Unison,,,,,
1488,Area 88,,,,,
1489,Renkin San-kyuu Magical? Pokaan Specials,,,,,
1490,Ginga Tetsudou Monogatari,,,,,
1491,Ginga Tetsudou 999,,,,,
1492,Project ARMS,,,,,
1493,Project ARMS: The 2nd Chapter,,,,,
1494,Darkside Blues,,,,,
1495,Maetel Legend,,,,,
1496,Fushigi no Kuni no Miyuki-chan,,,,,
1497,Aru Machi Kado no Monogatari,,,,,
1498,Black Blood Brothers,18277,,,,
1499,MaMa,,,,,
1500,Teizokurei Daydream,,,,,
1501,Kaleido Star: Good da yo! Goood!!,,,,,
1502,Mahou Shoujo Pretty Sammy (1996),,,,,
1503,Mahou Shoujo Pretty Sammy Specials,,,,,
1504,Macross Flash Back 2012,1935,731,9826,,
1505,Detective Conan Movie 09: Strategy Above the Depths,,,,,
1506,Detective Conan Movie 10: Requiem of the Detectives,,,,,
1508,Sci-fi Harry,,,,,
1509,Mamotte! Lollipop,,,,,
1510,Imouto de Ikou!,,,,,
1511,Gakuen: Chijoku no Zushiki,,,,,
1512,Court no Naka no Tenshi-tachi,,,,,
1513,Kaette Kita Court no Naka no Tenshi-tachi,,,,,
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,,,,,
1515,Sentou Yousei Shoujo Tasukete! Mave-chan,,,,,
1516,Kirarin?Revolution,,,,,
1517,Silent Möbius,,,,,
1519,Black Lagoon: The Second Barrage,,,,,
1520,Black Jack,457,,,,
1521,Black Jack the Movie,,,,,
1524,Fuujin Monogatari,477,,,,
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,,,,,
1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,,,,,
1527,Pokemon: Senritsu no Mirage Pokemon,,,,,
1528,Bishoujo Yuugekitai Battle Skipper,,,,,
1529,De:vadasy,,,,,
1530,Kanon (2006),2167,101,4181,2924,849
1531,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,,,,,
1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,,,,,
1533,Ai Tenshi Densetsu Wedding Peach,,,,,
1534,Futari wa Precure: Splash?Star,,,,,
1535,Death Note,1575,19,23283,28223,5040
1536,Busou Renkin,,,,,
1537,Genshi Shounen Ryuu,,,,,
1538,Pumpkin Scissors,6758,,,,
1539,Touch: Cross Road - Kaze no Yukue,,,,,
1540,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",,,,,
1541,Souten no Ken,,,,,
1542,Brain Powerd,,,,,
1543,Yoake Mae yori Ruriiro na: Crescent Love,,,,,
1544,Super Robot Taisen OG The Animation,,,,,
1546,Negima!?,,,,,
1547,Obake no Q-tarou,,,,,
1548,Shin Taketori Monogatari: 1000-nen Joou,,,,,
1549,1000-nen Joou: Queen Millennia,,,,,
1550,Attack No.1,,,,,
1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,,,,,
1553,Queen Emeraldas,,,,,
1554,Asatte no Houkou.,,,,,
1555,Tokimeki Memorial: Only Love,1579,,,,
1556,Kikoushi Enma,,,,,
1557,Shounen Onmyouji,1606,1482,,,
1558,Yarima Queen,,,,,
1559,Shijou Saikyou no Deshi Kenichi,392,31964,2083,,
1560,Choujin Gakuen Gowcaizer: The Voltage Fighters,,,,,
1561,Lovedol: Lovely Idol,671,10278,2495,9893,
1562,Yamato Nadeshiko Shichihenge?,,,,,
1563,Magic Knight Rayearth II,820,,,,
1564,Pokemon Advanced Generation,482,5962,2281,1669,
1565,Pokemon Diamond & Pearl,,,,,
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,,,,,
1567,Kaitou Saint Tail,,,,,
1568,Sumomomo Momomo: Chijou Saikyou no Yome,197,,,,
1569,Otome wa Boku ni Koishiteru,,,,,
1570,Happiness!,,,,,
1571,Ghost Hunt,7662,12189,2204,19383,457
1572,Jungle Taitei,,,,,
1573,Kishin Douji Zenki,,,,,
1574,Get Ride! AMDriver,,,,,
1575,Code Geass: Hangyaku no Lelouch,1535,10793,22729,2581,820
1576,Bakumatsu Kikansetsu Irohanihoheto,,,,,
1577,Taiho Shichau zo,,,,,
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,,,,,
1579,Kiniro no Corda: Primo Passo,10321,1698,6586,853,23273
1580,Mouryou Senki Madara,,,,,
1581,Gift: Eternal Rainbow,,,,,
1582,Submarine 707R,,,,,
1583,009-1,567,1,,,
1584,Stratos 4 Advance Kanketsu-hen,,,,,
1585,Spectral Force,,,,,
1586,Aoi Umi no Tristia,,,,,
1587,Tenpou Ibun: Ayakashi Ayashi,,,,,
1588,Mamoru-kun ni Megami no Shukufuku wo!,,,,,
1589,Bartender,457,28223,34012,,
1590,Legendz: Yomigaeru Ryuuou Densetsu,,,,,
1591,Kujibiki?Unbalance,,,,,
1592,Hataraki Man,,,,,
1593,Azumanga Web Daioh,5680,,,,
1594,Jigoku Shoujo Futakomori,,,,,
1595,Inma Daitoshi: Beast City,,,,,
1596,Arcade Gamer Fubuki,,,,,
1597,Panyo Panyo Di Gi Charat,,,,,
1598,Casshern: Robot Hunter,,,,,
1599,Eat-Man '98,,,,,
1600,Galaxy Angel Rune,,,,,
1601,Red Garden,384,1535,,,
1602,Soukou no Strain,,,,,
1603,Super Robot Taisen OG: Divine Wars,,,,,
1604,Katekyo Hitman Reborn!,918,16011,10087,32542,
1606,Kekkaishi (TV),1557,3588,,,
1607,Venus Versus Virus,,,,,
1608,Salaryman Kintarou,,,,,
1609,Mai-Otome Zwei,,,,,
1611,Galerians: Rion,,,,,
1613,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,,,,,
1614,Captain Tsubasa: Road to 2002,,,,,
1617,Massugu ni Ikou.,,,,,
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),,,,,
1619,Negima!? Haru Special!?,,,,,
1620,Maps,,,,,
1621,Haru no Ashioto The Movie: Ourin Dakkan,,,,,
1622,Kai Doh Maru,,,,,
1623,G-On Riders,,,,,
1624,To Heart 2 Special,,,,,
1625,Soul Link Special,,,,,
1626,Genma Taisen,,,,,
1627,Choushin Hime Dangaizer 3,,,,,
1628,Maou Dante,,,,,
1629,Devilman Lady,,,,,
1630,Yousei Hime Ren,,,,,
1631,Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,,,,,
1632,Shintaisou: Shin,,,,,
1633,Shintaisou: Kari,,,,,
1634,Ai Shimai: Futari no Kajitsu,,,,,
1635,Ai Shimai 2: Futari no Kajitsu,,,,,
1636,Ai Shimai Tsubomi... Kegashite Kudasai,,,,,
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,,,,,
1638,Peter Pan no Bouken,,,,,
1639,Boku no Pico,,,,,
1640,Angel's Feather,,,,,
1641,Iron Virgin Jun,,,,,
1642,Sugar Sugar Rune,,,,,
1643,Sailor Victory,615,,,,
1644,Princess Rouge,,,,,
1645,Herlock Saga: Nibelung no Yubiwa,,,,,
1647,Kakugo no Susume,,,,,
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,,,,,
1650,Uchuu Senkan Yamato,,,,,
1651,Uchuu Senkan Yamato 2,,,,,
1652,Uchuu Senkan Yamato III,,,,,
1654,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,,,,,
1655,Nerima Daikon Brothers,3702,293,,,
1656,PostPet Momobin,,,,,
1657,Byston Well Monogatari: Garzey no Tsubasa,1345,,,,
1658,Karakuri no Kimi,,,,,
1659,Mai-Otome Specials,,,,,
1660,Kurogane Communication,,,,,
1661,Cutey Honey,,,,,
1662,Space Fantasia 2001 Nights,,,,,
1663,Haha wo Tazunete Sanzenri,,,,,
1664,Babel Nisei (2001),,,,,
1665,Babel Nisei (OVA),,,,,
1666,Babel Nisei,,,,,
1667,Barom One,,,,,
1668,Bakuten Shoot Beyblade G Revolution,3576,1132,1469,,
1669,Bakuten Shoot Beyblade 2002,2620,3972,1564,481,859
1670,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,,,,,
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,,,,,
1672,Bomberman B-Daman Bakugaiden,,,,,
1673,Bomberman B-Daman Bakugaiden Victory,,,,,
1674,Captain Tsubasa J,,,,,
1675,Chou Robot Seimeitai Transformers Micron Densetsu,,,,,
1676,Cosmo Warrior Zero,,,,,
1677,Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,,,,,
1678,Cyborg 009: The Cyborg Soldier,,,,,
1679,Green Green Specials,,,,,
1681,Brave Story,,,,,
1682,Baldr Force Exe Resolution,,,,,
1683,Di Gi Charat Nyo,,,,,
1684,Dotto Koni-chan,,,,,
1685,Duel Masters,,,,,
1686,Bleach Movie 1: Memories of Nobody,11737,,,,
1688,Nanatsu-iro?Drops,,,,,
1689,Byousoku 5 Centimeter,256,433,16782,32281,10408
1690,Bokura no,593,75,10372,285,6746
1691,Kaze no Stigma,2025,8086,,,
1692,_Summer,,,,,
1693,Reideen,,,,,
1694,iDOLM@STER Xenoglossia,,,,,
1695,Les Misérables: Shoujo Cosette,5420,,,,
1696,Murder Princess,,,,,
1698,Nodame Cantabile,23273,1579,3731,16,12531
1699,Romeo x Juliet,440,202,,,
1701,Boku no Marie,,,,,
1702,Yoru ga Kuru!,,,,,
1703,Tokyo Tribe 2,1292,,,,
1704,Eat-Man,,,,,
1705,Genma Taisen: Shinwa Zenya no Shou,,,,,
1706,Gun Frontier,,,,,
1707,Kinnikuman II Sei,,,,,
1708,Majuu Sensen: The Apocalypse,,,,,
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,,,,,
1710,Rockman.EXE,11751,,,,
1711,Ryuusei Sentai Musumet,,,,,
1712,Shin Seiki Den Mars,,,,,
1713,Submarine Super 99,,,,,
1718,Winter Garden,,,,,
1719,Rozen Maiden: Ouvertüre,,,,,
1720,To Heart 2 OVA,,,,,
1721,Hitohira,27989,,,,
1722,Nagasarete Airantou,940,,,,
1723,Clannad Movie,12355,23273,1689,,
1724,Saint October,,,,,
1725,Keitai Shoujo,,,,,
1726,Devil May Cry,270,35120,1535,317,
1727,Shinkyoku Soukai Polyphonica,1698,48556,5690,1202,
1728,Super GALS! Kotobuki Ran,,,,,
1729,Maria-sama ga Miteru 3rd,,,,,
1731,Tales of Symphonia The Animation: Sylvarant-hen,1202,,,,
1732,Negima!? Natsu Special!?,,,,,
1733,eX-Driver: Nina & Rei Danger Zone,,,,,
1734,Ajimu: Kaigan Monogatari,,,,,
1735,Naruto: Shippuuden,269,5114,857,38691,1292
1736,B'T X Neo,,,,,
1737,Uchuu Senshi Baldios,,,,,
1738,Muteki Kanban Musume,,,,,
1739,Shibawanko no Wa no Kokoro,,,,,
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,,,,,
1741,Hit wo Nerae! Specials,,,,,
1742,Souryuuden,,,,,
1743,Super Milk-chan,,,,,
1744,Wagamama?Fairy Mirumo de Pon!,,,,,
1745,Wild 7 Another Bouryaku Unga,,,,,
1746,Zoids Fuzors,,,,,
1747,Freedom,,,,,
1748,Piyoko ni Omakase pyo!,,,,,
1749,Amaenaide yo!!: Yasumanaide yo!!,,,,,
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,,,,,
1751,Jikuu Bouken Nuumamonjaa,,,,,
1752,Di Gi Charat: Hoshi no Tabi,,,,,
1753,Di Gi Charat: Kuchi Kara Bazooka,,,,,
1754,Di Gi Charat Summer Special 2000,,,,,
1755,Di Gi Charat Ohanami Special,,,,,
1756,Di Gi Charat Natsuyasumi Special,,,,,
1757,Di Gi Charat Christmas Special,,,,,
1758,Di Gi Charat Tsuyu Specials,,,,,
1759,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,,,,,
1760,Golgo 13,1796,,,,
1761,Golgo 13: Queen Bee,,,,,
1762,Arslan Senki,,,,,
1763,Midnight Panther,,,,,
1764,Slam Dunk (Movie),,,,,
1765,Vampire Sensou,,,,,
1766,Youseiki Suikoden,,,,,
1767,Psycho Diver: Mashou Bosatsu,,,,,
1768,Kikaider 01 The Animation,,,,,
1769,Oh! Super Milk-chan,,,,,
1770,Unbalance,,,,,
1771,Ring ni Kakero 1: Nichibei Kessen-hen,,,,,
1772,Seishoujo Kantai Virgin Fleet,,,,,
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,,,,,
1774,HeatGuy J Special,,,,,
1775,Jikuu Tenshou Nazca,,,,,
1776,Bulg-eunmae,,,,,
1777,Kaze no Tairiku,207,,,,
1778,Dae Jang Geum: Jang Geum's Dream,,,,,
1779,Bakunyuu Shimai,,,,,
1780,Choukou Tenshi Escalayer,,,,,
1781,Hi.Me.Go.To,,,,,
1782,Hyakki,,,,,
1783,Imouto Jiru,,,,,
1784,Injuu Nerawareta Hanayome,,,,,
1785,Little Monica Monogatari,,,,,
1786,Sprite: Between Two Worlds,,,,,
1787,Viper GTS,,,,,
1788,Yuuguu Settai: Kotou no Gokuraku e Youkoso,,,,,
1789,Argento Soma Special,,,,,
1790,Tactical Roar Special,,,,,
1791,Ai Doll,,,,,
1792,Overman King Gainer,,,,,
1793,Kaze no Na wa Amnesia,486,,,,
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,,,,,
1795,Dirty Pair: Bouryaku no 005-bin,,,,,
1796,Dirty Pair: The Movie,5,2452,1347,1760,
1797,Animation Seisaku Shinkou Kuromi-chan,,,,,
1798,Animation Seisaku Shinkou Kuromi-chan 2,,,,,
1799,Fatal Fury: Legend of the Hungry Wolf,,,,,
1800,Fatal Fury 2: The New Battle,,,,,
1802,Dirty Pair Flash,,,,,
1803,Dirty Pair: Lovely Angels yori Ai wo Komete,,,,,
1804,Koko wa Green Wood,,,,,
1805,Master Mosquiton,,,,,
1806,Master Mosquiton '99,,,,,
1807,Prism Ark,,,,,
1808,Kamichama Karin,,,,,
1810,Kyoushirou to Towa no Sora,,,,,
1811,Bounty Dog: Getsumen no Ibu,,,,,
1812,Hanoka,,,,,
1813,Genshiken OVA,,,,,
1815,Shakugan no Shana Movie,,,,,
1816,Sonic X,,,,,
1817,DearS: Kin no Tama Desu no?,,,,,
1818,Claymore,16498,150,10490,916,3972
1819,Daimajuu Gekitou: Hagane no Oni,,,,,
1820,Power Dolls,,,,,
1821,Guren,,,,,
1822,The Hakkenden,,,,,
1823,Shin Hakkenden,,,,,
1824,Hadashi no Gen,3367,,,,
1825,Hadashi no Gen 2,,,,,
1826,Deltora Quest,,,,,
1827,Seirei no Moribito,2418,153,205,856,121
1828,Catblue: Dynamite,,,,,
1829,Ged Senki,6046,,,,
1830,Utawarerumono Specials,,,,,
1831,Iczer-Girl Iczelion,,,,,
1832,Meiou Project Zeorymer,,,,,
1833,Hyper-Psychic Geo Garaga,,,,,
1834,Dragon Knight 4,,,,,
1835,Ryuusei no Rockman,,,,,
1836,Shuffle! Memories,,,,,
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,,,,,
1838,Mitsu x Mitsu Drops,,,,,
1839,Jagainu-kun,,,,,
1840,Zero no Tsukaima: Futatsuki no Kishi,,,,,
1841,Dai Mahou Touge Omake,,,,,
1842,Major S3,,,,,
1843,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,,,,,
1844,Clamp Gakuen Tanteidan,,,,,
1845,Gaiking: Legend of Daiku-Maryu,2157,,,,
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,,,,,
1847,Rec: Yurusarezarumono,,,,,
1848,Haou Taikei Ryuu Knight,,,,,
1849,Haou Taikei Ryuu Knight: Adeu Legend,,,,,
1850,Haou Daikei Ryuu Knight: Adeu Legend II,,,,,
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,,,,,
1852,Hidamari Sketch,1887,5680,11079,,
1853,Cutey Honey F,,,,,
1854,Rockman Hoshi ni Negai wo,,,,,
1855,JaJa Uma! Quartet,,,,,
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,,,,,
1857,Taiyou no Mokushiroku: A Spirit of the Sun,,,,,
1858,Gakuen Utopia Manabi Straight!,5680,,,,
1859,Grappler Baki,,,,,
1860,Tokyo Majin Gakuen Kenpucho: Tou,4725,,,,
1861,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,,,,,
1862,Strike Witches OVA,,,,,
1863,Silk Road Shounen Yuuto,,,,,
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,,,,,
1865,Getsumen To Heiki Mina,,,,,
1866,Seirei Tsukai,,,,,
1867,Oira Uchuu no Tankoufu,,,,,
1868,Giniro no Olynsis: Tokito,,,,,
1869,Nana Recaps,,,,,
1872,Saru Getchu: On Air,,,,,
1873,Plawres Sanshirou,,,,,
1874,Love?Love? Specials,,,,,
1878,Kaze no Shoujo Emily,,,,,
1879,Midnight Eye: Gokuu,1352,,,,
1880,Midnight Eye: Gokuu II,,,,,
1881,Sasami: Mahou Shoujo Club,,,,,
1882,Sasami: Mahou Shoujo Club 2,,,,,
1883,Kappa no Kaikata,,,,,
1884,Himesama Goyoujin,,,,,
1885,Master of Epic: The Animation Age,,,,,
1886,Fushigiboshi no?Futagohime Gyu!,,,,,
1887,Lucky?Star,,,,,
1888,Ichigo Mashimaro OVA,,,,,
1889,Higurashi no Naku Koro ni Kai,9253,226,38256,,
1890,Clover,1958,,,,
1891,YAT Anshin! Uchuu Ryokou,,,,,
1892,YAT Anshin! Uchuu Ryokou 2,,,,,
1893,Azuki-chan,,,,,
1894,Yu?Gi?Oh!: Hikari no Pyramid,,,,,
1895,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,,,,,
1896,Akibakei Kanojo,,,,,
1897,Zettai Muteki Raijin-Oh,,,,,
1898,Hikari to Mizu no Daphne Specials,,,,,
1899,Masou Kishin Cybuster,,,,,
1900,Twin Signal: Family Game,,,,,
1901,11-nin Iru!,,,,,
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,,,,,
1903,Stratos 4: Logbook,,,,,
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,,,,,
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,,,,,
1906,Harukanaru Toki no Naka de: Maihitoyo,,,,,
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,,,,,
1908,Lesson XX,,,,,
1909,Kusatta Kyoushi no Houteishiki,,,,,
1910,Master Keaton OVA,,,,,
1911,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,,,,,
1912,Marginal Prince: Gekkeiju no Ouji-tachi,,,,,
1913,Shonan Junai Gumi!,,,,,
1914,Saiunkoku Monogatari 2nd Season,,,,,
1915,Mahou Shoujo Lyrical Nanoha StrikerS,,,,,
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,,,,,
1917,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,,,,,
1918,Mahou Shoujo Pretty Sammy,,,,,
1919,Urusei Yatsura OVA,,,,,
1920,Urusei Yatsura Movie 1: Only You,,,,,
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,7311,,,,
1922,Urusei Yatsura Movie 3: Remember My Love,,,,,
1923,Urusei Yatsura Movie 4: Lum The Forever,,,,,
1924,Urusei Yatsura Movie 5: Kanketsu-hen,,,,,
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,,,,,
1926,Jishu Seisaku Movie Binchou-tan,,,,,
1927,Gakuen Tokusou Hikaruon,,,,,
1928,Early Reins,,,,,
1929,Futari wa Precure: Max Heart,,,,,
1930,Futari wa Precure: Max Heart Movie 1,,,,,
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,,,,,
1932,Yes! Precure 5,,,,,
1933,Growlanser IV: Wayfarer of the Time,,,,,
1935,Megazone 23,1504,,,,
1936,Misute?naide Daisy,,,,,
1937,Nakoruru: Ano Hito kara no Okurimono,,,,,
1938,Shin Kaitei Gunkan,,,,,
1939,SD Gundam Gaiden,,,,,
1940,Outlanders,,,,,
1941,Moonlight Mile 1st Season: Lift Off,,,,,
1942,Rocket Girls,,,,,
1943,Paprika,437,323,43299,875,1106
1944,Photon,,,,,
1946,Ashita no Nadja,,,,,
1947,Kikou Sennyo Rouran,,,,,
1949,Mahou no Chocolate,,,,,
1951,Manie-Manie: Meikyuu Monogatari,,,,,
1952,Vampire Hunter,,,,,
1953,Code Geass: Hangyaku no Lelouch Picture Drama,,,,,
1954,Rayearth,,,,,
1955,Kimagure Robot,,,,,
1956,Ikkitousen: Dragon Destiny,,,,,
1957,Ai Tenshi Densetsu Wedding Peach DX,,,,,
1958,Wish,2274,2768,1890,,
1959,Wild 7,,,,,
1960,Sore Ike! Anpanman,,,,,
1961,Arashi no Yoru ni,6505,,,,
1962,Chikyuu Bouei Kazoku,,,,,
1964,Sakura Taisen: Ecole de Paris,,,,,
1965,Sola,169,,,,
1966,Ankoku Shinwa,,,,,
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,,,,,
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,,,,,
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,,,,,
1972,Meitantei Holmes,,,,,
1973,X Densha de Ikou,,,,,
1974,Glass no Kamen (2005),34636,,,,
1975,Mutekiou Tri-Zenon,,,,,
1977,Hijikata Toshizou: Shiro no Kiseki,,,,,
1978,Onkyo Seimeitai Noiseman,2290,1106,31157,,
1979,Tobira wo Akete (1995),,,,,
1980,Trava: Fist Planet,,,,,
1981,Twilight Q,,,,,
1982,Osu,,,,,
1983,Black Jack: Futari no Kuroi Isha,,,,,
1984,Memory,,,,,
1985,UFO Robo Grendizer,,,,,
1986,Wakusei Robo Danguard Ace,,,,,
1988,Himawari!!,,,,,
1989,Shizuku,,,,,
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,,,,,
1991,Juusou Kikou Dancougar Nova,,,,,
1992,Chou Kousoku Gran Doll,,,,,
1993,Hanoka Recap,,,,,
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,,,,,
1995,Lingerie Senshi Papillon Rose,,,,,
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,,,,,
1998,Amazing Nuts!,4393,3525,9733,,
1999,Sakura Taisen: Sumire,,,,,
2000,Roujin Z,1462,,,,
2001,Tengen Toppa Gurren Lagann,18679,227,237,1575,35848
2002,Heroic Age,12029,3572,237,24893,97
2003,Tokyo Vice,,,,,
2004,Hanada Shounen-shi,,,,,
2006,Yu?Gi?Oh! (Movie),,,,,
2007,Dousou Kai Again,,,,,
2008,Yawara!: Sore Yuke Koshinuke Kids!!,,,,,
2009,Yawara!: Zutto Kimi no Koto ga...,,,,,
2010,Taiho Shichau zo in America,,,,,
2011,Taiho Shichau zo Special,,,,,
2012,Jigoku Sensei Nube,,,,,
2013,Taiho Shichau zo The Movie,,,,,
2014,Taiho Shichau zo: Second Season,,,,,
2015,Wind: A Breath of Heart,,,,,
2016,Mermaid Forest OVA,,,,,
2017,Mermaid's Scar,,,,,
2018,Warau Hyouteki,,,,,
2019,DNA Sights 999.9,,,,,
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,,,,,
2021,Youkou no Ken,,,,,
2022,Fight!!,,,,,
2023,Bakuen Campus Guardress,,,,,
2024,Yoshimune,,,,,
2025,Darker than Black: Kuro no Keiyakusha,5682,68,1,7,1691
2026,Hayate no Gotoku!,4038,,,,
2027,Wind: A Breath of Heart Specials,,,,,
2028,Zettai Muteki Raijin-Oh (1992),,,,,
2029,Sirius no Densetsu,3043,,,,
2030,El Cazador de la Bruja,272,252,4087,109,56
2031,Shining Tears X Wind,873,,,,
2032,Wellber no Monogatari: Sisters of Wellber,,,,,
2033,Tamala 2010: A Punk Cat in Space,,,,,
2034,Lovely?Complex,,,,,
2035,Eikoku Koi Monogatari Emma: Molders-hen,,,,,
2036,Cosmic Baton Girl Comet-san?,,,,,
2037,Hime-chan no Ribbon,1485,,,,
2038,Mahou no Star Magical Emi,,,,,
2039,Mahou no Yousei Persia,,,,,
2040,Mahou no Angel Sweet Mint,,,,,
2041,Ai to Yuuki no Pig Girl Tonde Buurin,,,,,
2042,Five Star Stories,,,,,
2043,Cat's Eye,,,,,
2044,Mahou no Tenshi Creamy Mami,122,8206,,,
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,,,,,
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,,,,,
2047,Ningyo,5365,,,,
2048,Kikou Ryohei Mellowlink,,,,,
2049,Kouryuu Densetsu Villgust,,,,,
2050,Honoo no Tenkousei,,,,,
2051,Akai Kiba: Blue Sonnet,,,,,
2052,Nozomi Witches,,,,,
2053,Capricorn,,,,,
2054,Carol,,,,,
2055,Coo: Tooi Umi kara Kita Coo,,,,,
2056,Cosmo Police Justy,3522,,,,
2057,Ojousama Sousamou,,,,,
2058,Delpower X Bakuhatsu Miracle Genki!,,,,,
2059,Mainichi ga Nichiyoubi,,,,,
2060,Gall Force 1: Eternal Story,,,,,
2061,Gall Force 2: Destruction,,,,,
2062,Gall Force 3: Stardust War,,,,,
2063,Rhea Gall Force,,,,,
2064,Gall Force: Chikyuu Shou,,,,,
2065,Gall Force: New Era,,,,,
2066,Gall Force: The Revolution,,,,,
2067,Gekiganger 3: The Movie,,,,,
2068,Sousei Kishi Gaiarth,1347,,,,
